ID;Antig;Idade;Grau_Acad;Rendimento;Filhos;NumCompras;Dias_UltCompra;Vendas;Choc_PretoSim;Choc_PretoRec;Choc_BrancoSim;Choc_BrancoRec;Choc_Ruby;Ovo_Pascoa
2735;1222;22;Licenciatura;37 070 €;0;5;40;119;7;22;39;25;8;0
2736;701;18;Secundario;29 064 €;0;3;76;30;8;4;18;13;57;0
2737;1186;33;Secundario;50 856 €;0;11;27;345;43;4;33;9;11;0
2738;769;36;Mestrado;65 855 €;0;1;265;20;49;2;41;3;5;0
2739;1119;68;Mestrado;102 157 €;1;28;64;1339;56;3;22;7;12;0
2740;566;73;Mestrado;96 737 €;1;12;1;395;39;8;38;5;10;0
2741;1115;26;Licenciatura;29 497 €;0;4;52;74;53;5;38;4;0;0
2742;780;61;Secundario;75 760 €;1;21;53;893;57;10;23;9;1;1
2743;698;73;Licenciatura;101 795 €;1;22;69;957;16;7;38;19;20;0
2744;1033;74;Doutoramento;107 146 €;1;41;56;2165;69;4;21;4;2;1
2745;1169;49;Mestrado;69 556 €;1;13;76;435;94;0;5;0;0;1
2746;725;53;Mestrado;77 842 €;0;14;60;490;67;0;23;1;9;0
2747;1172;25;Secundario;42 251 €;0;8;46;218;50;13;34;3;0;0
2748;1074;45;Mestrado;58 190 €;1;6;91;149;77;1;19;1;2;0
2749;886;68;Mestrado;113 774 €;1;28;3;1342;42;6;38;6;9;1
2750;922;25;Mestrado;51 437 €;0;4;2;72;54;6;31;4;5;0
2751;853;26;Licenciatura;29 533 €;0;4;82;70;29;16;27;14;14;1
2752;875;44;Licenciatura;77 556 €;0;14;81;481;57;6;32;5;0;0
2753;1079;65;Licenciatura;89 777 €;1;32;84;1607;27;2;36;2;33;0
2754;956;62;Mestrado;83 695 €;1;20;74;831;70;6;19;4;1;1
2755;1011;34;Licenciatura;45 973 €;0;7;42;185;28;8;50;5;9;1
2756;641;50;Licenciatura;52 180 €;1;1;17;19;82;2;14;2;0;0
2757;1049;65;Licenciatura;104 525 €;1;33;13;1660;18;16;42;10;14;0
2758;1134;60;Licenciatura;92 021 €;1;28;61;1345;54;4;27;7;8;0
2759;571;21;Licenciatura;43 643 €;1;4;59;55;17;12;32;17;22;0
2760;1162;27;Licenciatura;20 688 €;0;1;127;13;29;24;34;0;13;1
2761;1016;51;Mestrado;79 276 €;1;24;87;1091;80;4;15;1;0;0
2762;928;35;Mestrado;41 092 €;0;3;68;32;74;2;18;4;2;0
2763;1147;37;Mestrado;51 744 €;0;2;9;41;61;0;36;1;1;0
2764;942;65;Mestrado;88 705 €;0;22;29;952;42;15;24;9;10;0
2765;1040;42;Doutoramento;46 467 €;0;1;372;15;75;0;23;1;1;0
2766;934;67;Licenciatura;97 595 €;1;28;5;1343;28;4;41;12;15;0
2767;1018;45;Licenciatura;54 252 €;1;11;69;343;79;1;8;9;2;0
2768;940;55;Mestrado;72 077 €;1;16;56;602;33;3;42;4;18;0
2769;615;77;Mestrado;104 008 €;1;28;2;1340;53;2;35;6;4;0
2770;691;78;Licenciatura;123 451 €;1;40;18;2104;52;1;44;2;1;1
2771;1028;61;Doutoramento;91 938 €;1;27;73;1270;56;6;26;6;7;0
2772;1089;21;Secundario;10 000 €;0;1;493;11;34;29;14;14;9;0
2773;745;65;Mestrado;90 789 €;1;26;7;1218;70;5;17;5;3;0
2774;847;21;Licenciatura;21 011 €;1;1;512;15;12;18;39;27;4;0
2775;1100;69;Mestrado;107 751 €;1;40;0;2109;20;10;56;8;6;0
2776;1044;45;Secundario;62 738 €;1;7;65;182;85;2;11;1;2;0
2777;1127;70;Licenciatura;113 622 €;1;32;8;1596;26;2;46;16;11;0
2778;572;36;Doutoramento;59 727 €;0;4;18;39;66;2;21;5;6;0
2779;956;61;Doutoramento;89 034 €;1;24;94;1082;76;2;19;2;1;0
2780;941;56;Mestrado;77 598 €;1;26;65;1213;54;4;23;7;12;0
2781;1010;36;Licenciatura;62 645 €;0;2;71;34;57;3;32;5;4;0
2782;1237;70;Mestrado;92 224 €;1;27;78;1276;38;8;39;2;13;0
2783;891;51;Licenciatura;75 378 €;1;19;35;768;90;1;8;1;0;1
2784;684;75;Licenciatura;118 888 €;1;30;53;1464;47;5;40;3;5;1
2785;914;77;Mestrado;121 510 €;1;49;8;2644;36;5;50;7;2;1
2786;792;26;Licenciatura;45 823 €;0;4;13;68;31;7;52;9;0;0
2787;785;59;Licenciatura;85 856 €;1;17;20;649;19;18;34;11;18;0
2788;999;30;Mestrado;31 214 €;0;3;8;38;33;5;48;4;10;0
2789;1007;40;Mestrado;54 995 €;0;2;57;42;45;9;32;10;4;0
2790;941;75;Mestrado;116 250 €;1;36;73;1858;49;6;39;2;4;0
2791;676;52;Licenciatura;84 983 €;0;10;52;302;43;8;36;4;9;0
2792;701;37;Licenciatura;47 684 €;0;3;77;27;31;11;43;7;7;0
2793;634;33;Licenciatura;47 191 €;0;5;13;75;25;14;37;17;7;0
2794;1006;72;Secundario;99 634 €;1;31;75;1539;20;19;40;9;12;0
2795;756;41;Mestrado;56 034 €;0;1;124;20;52;0;26;9;13;0
2796;1041;62;Mestrado;94 439 €;1;22;18;955;48;8;27;4;14;0
2797;838;28;Secundario;39 743 €;0;2;49;22;27;10;45;6;11;1
2798;577;64;Mestrado;106 403 €;1;20;54;832;69;1;26;2;2;0
2799;820;36;Licenciatura;57 377 €;0;3;55;51;70;4;20;1;5;1
2800;710;39;Secundario;46 942 €;0;1;509;13;58;1;34;4;4;0
2801;1177;48;Mestrado;86 305 €;1;21;5;891;89;0;9;1;1;1
2802;1048;64;Mestrado;110 222 €;1;29;47;1413;91;1;6;1;1;1
2803;572;28;Licenciatura;49 808 €;0;3;29;50;43;0;38;9;10;0
2804;1157;70;Doutoramento;109 433 €;1;42;96;2225;58;2;35;2;3;0
2805;724;55;Licenciatura;83 266 €;1;22;61;954;54;5;28;5;7;1
2806;586;26;Mestrado;54 551 €;0;4;35;56;42;7;39;10;1;0
2807;753;65;Mestrado;101 674 €;1;25;8;1154;37;14;34;1;14;0
2808;951;19;Secundario;38 043 €;1;4;41;91;10;18;23;47;2;0
2809;836;70;Mestrado;94 436 €;1;36;1;1861;26;9;49;9;8;0
2810;886;67;Mestrado;79 445 €;1;23;66;1025;68;3;26;2;1;1
2811;1075;38;Mestrado;52 846 €;1;13;7;432;65;1;31;1;1;0
2812;1195;47;Mestrado;67 531 €;1;17;92;646;64;2;28;4;2;0
2813;862;42;Doutoramento;58 655 €;0;6;87;151;85;0;14;0;0;0
2814;777;32;Doutoramento;53 666 €;0;2;9;40;40;5;42;6;6;0
2815;893;43;Licenciatura;61 398 €;0;14;11;489;70;2;23;3;3;0
2816;904;50;Licenciatura;60 686 €;1;4;83;92;62;5;28;3;2;0
2817;950;37;Licenciatura;47 325 €;1;3;35;64;64;1;30;3;2;0
2818;722;46;Mestrado;74 944 €;1;11;88;348;82;2;13;2;1;0
2819;580;54;Doutoramento;87 744 €;0;9;1;259;60;3;31;4;3;0
2820;789;67;Mestrado;111 347 €;1;37;99;1923;53;4;31;5;7;1
2821;807;43;Licenciatura;60 104 €;0;3;89;66;55;3;36;4;2;0
2822;822;21;Licenciatura;33 125 €;0;2;24;40;27;8;26;36;3;0
2823;792;60;Licenciatura;101 666 €;1;18;68;715;56;3;27;8;6;0
2824;632;23;Mestrado;31 618 €;1;3;57;50;18;15;45;12;10;0
2825;1107;69;Doutoramento;93 760 €;1;24;84;1077;36;6;49;4;4;0
2826;847;72;Mestrado;125 382 €;1;34;46;1728;57;1;39;1;3;1
2827;565;74;Licenciatura;99 698 €;1;25;70;1145;43;1;45;5;6;0
2828;1121;28;Mestrado;49 882 €;0;1;330;19;78;2;19;0;0;0
2829;1049;42;Licenciatura;61 748 €;0;2;46;37;86;1;11;1;1;0
2830;971;47;Doutoramento;68 041 €;1;5;23;118;93;0;6;0;1;0
2831;893;53;Secundario;71 865 €;1;10;33;297;74;1;21;3;1;0
2832;1250;75;Mestrado;121 480 €;1;44;90;2347;45;1;38;5;11;1
2833;1017;78;Mestrado;134 375 €;1;44;27;2349;55;4;35;3;3;1
2834;1182;53;Licenciatura;81 647 €;1;18;73;711;70;3;20;1;6;0
2835;1238;44;Mestrado;58 378 €;0;15;67;549;36;6;46;6;7;1
2836;821;51;Mestrado;70 087 €;1;15;30;549;61;3;30;3;3;0
2837;1089;44;Mestrado;76 839 €;0;11;22;345;76;4;15;1;4;0
2838;1143;37;Licenciatura;59 896 €;0;4;99;90;58;6;21;7;8;0
2839;748;45;Mestrado;58 665 €;0;7;62;184;84;0;13;0;3;0
2840;772;37;Secundario;50 390 €;0;5;20;118;47;7;40;2;4;1
2841;792;66;Licenciatura;110 294 €;1;31;41;1528;36;6;29;13;16;1
2842;989;25;Mestrado;32 095 €;0;1;479;20;46;8;31;12;3;0
2843;667;19;Secundario;31 236 €;0;3;41;31;16;24;32;17;11;0
2844;1026;56;Secundario;101 000 €;1;22;42;953;42;18;20;15;6;1
2845;1066;31;Mestrado;37 821 €;0;4;83;56;35;8;41;7;9;0
2846;1011;43;Mestrado;65 642 €;1;18;58;711;42;0;42;8;8;0
2847;1192;54;Licenciatura;95 014 €;1;17;93;660;87;0;10;0;3;1
2848;1183;42;Mestrado;57 299 €;1;4;71;93;77;4;13;4;2;0
2849;574;40;Secundario;62 008 €;0;6;46;149;55;0;25;3;16;0
2850;653;66;Mestrado;96 606 €;1;21;33;886;78;1;20;0;0;0
2851;1064;63;Mestrado;82 661 €;1;26;27;1208;87;1;12;0;0;1
2852;947;32;Mestrado;40 609 €;0;4;28;57;32;20;33;9;6;0
2853;1004;31;Licenciatura;74 693 €;0;11;42;349;23;19;35;13;10;0
2854;588;22;Licenciatura;35 667 €;0;1;426;13;11;15;43;3;28;0
2855;587;68;Mestrado;105 006 €;1;22;36;960;23;13;49;9;6;0
2856;644;20;Secundario;17 343 €;0;5;34;33;1;30;17;18;34;0
2857;995;50;Mestrado;57 580 €;1;16;88;604;89;1;7;2;1;0
2858;926;27;Mestrado;41 711 €;0;5;23;117;27;6;57;5;5;0
2859;1202;27;Doutoramento;54 263 €;0;14;5;482;39;3;43;8;7;0
2860;952;46;Licenciatura;81 207 €;1;18;34;704;79;3;11;3;4;1
2861;1169;30;Secundario;30 686 €;0;3;34;48;31;2;39;1;27;0
2862;1170;44;Licenciatura;62 314 €;0;3;73;66;52;2;31;7;8;0
2863;724;68;Licenciatura;112 332 €;1;27;40;1269;23;34;26;6;11;0
2864;1240;38;Doutoramento;55 929 €;0;8;90;223;73;2;21;2;2;0
2865;1011;26;Licenciatura;23 852 €;0;4;37;56;31;1;38;21;9;0
2866;1024;46;Mestrado;81 351 €;1;14;81;492;86;2;8;2;2;1
2867;1070;76;Mestrado;109 437 €;1;38;8;1981;28;8;49;5;9;0
2868;582;50;Licenciatura;67 183 €;1;11;3;340;86;2;11;0;1;1
2869;1196;48;Licenciatura;64 997 €;1;22;97;947;80;3;13;1;3;0
2870;985;32;Mestrado;36 317 €;0;4;39;56;67;0;31;1;1;0
2871;720;46;Licenciatura;65 651 €;1;16;11;595;81;1;13;1;4;0
2872;1111;39;Secundario;46 345 €;0;1;16;19;66;5;17;7;5;0
2873;893;65;Mestrado;85 762 €;1;26;67;1218;37;15;37;7;4;0
2874;647;29;Mestrado;33 028 €;0;2;96;27;50;1;44;2;3;0
2875;850;21;Licenciatura;24 946 €;1;3;67;46;8;19;23;18;32;0
2876;649;77;Mestrado;93 706 €;1;24;33;1078;52;3;35;5;5;0
2877;1145;22;Licenciatura;36 322 €;0;3;2;65;6;27;40;24;2;0
2878;714;68;Mestrado;93 376 €;1;28;55;1340;20;5;54;11;11;0
2879;1172;29;Licenciatura;47 978 €;0;7;62;183;27;21;34;12;5;0
2880;687;29;Licenciatura;51 697 €;0;1;464;15;31;2;50;4;13;0
2881;870;40;Mestrado;72 335 €;0;2;44;34;71;0;25;2;2;0
2882;874;43;Secundario;61 193 €;1;15;26;546;36;7;41;5;11;0
2883;1118;58;Mestrado;93 487 €;1;21;5;893;73;1;20;3;3;0
2884;1089;62;Licenciatura;89 394 €;1;21;92;893;61;4;15;2;17;0
2885;810;28;Secundario;38 457 €;0;3;45;42;23;11;36;14;17;0
2886;932;73;Mestrado;104 365 €;1;38;53;1978;64;1;29;3;3;1
2887;1074;55;Secundario;90 636 €;1;20;38;826;52;3;28;3;15;0
2888;1200;28;Secundario;19 727 €;0;2;1;35;38;9;23;17;12;0
2889;607;59;Mestrado;83 831 €;1;12;49;395;71;12;10;4;3;0
2890;990;36;Mestrado;55 146 €;1;10;85;304;84;0;15;0;1;0
2891;779;30;Mestrado;46 367 €;0;1;520;15;52;6;37;3;2;0
2892;998;19;Secundario;23 383 €;1;1;317;19;7;24;28;15;25;0
2893;1215;21;Licenciatura;25 681 €;0;5;80;120;18;28;23;6;25;1
2894;968;71;Licenciatura;108 594 €;1;31;58;1538;25;18;38;4;15;0
2895;808;38;Licenciatura;69 894 €;1;11;76;342;46;1;28;25;0;0
2896;830;70;Mestrado;91 716 €;1;24;46;1078;36;9;49;3;2;0
2897;1092;77;Mestrado;116 531 €;1;35;19;1798;58;2;37;1;2;1
2898;924;24;Mestrado;22 894 €;0;1;371;11;15;26;44;13;2;0
2899;854;59;Mestrado;83 270 €;1;16;98;601;43;9;37;11;0;0
2900;587;32;Licenciatura;58 450 €;0;1;501;13;22;20;19;18;21;0
2901;581;45;Doutoramento;67 237 €;0;6;61;152;95;0;5;0;0;0
2902;586;72;Mestrado;109 780 €;1;31;8;1532;41;7;47;2;3;0
2903;654;46;Mestrado;77 216 €;1;21;34;891;90;0;9;0;0;1
2904;903;56;Mestrado;73 988 €;1;25;60;1147;74;0;17;6;3;1
2905;708;38;Mestrado;40 635 €;0;3;16;55;86;2;11;1;0;0
2906;1133;53;Licenciatura;76 188 €;1;20;4;837;73;1;23;3;1;0
2907;688;47;Licenciatura;56 572 €;1;3;99;64;86;1;10;2;1;0
2908;810;41;Licenciatura;41 078 €;0;3;78;55;53;2;35;6;4;0
2909;1033;20;Secundario;39 354 €;0;2;37;41;16;11;11;31;31;0
2910;1185;41;Doutoramento;84 761 €;0;16;6;597;78;1;19;1;1;0
2911;929;20;Secundario;34 751 €;1;3;24;50;12;34;23;15;16;0
2912;830;36;Mestrado;58 872 €;0;10;6;301;82;0;16;1;1;0
2913;703;43;Licenciatura;60 064 €;1;6;45;147;36;19;20;25;0;0
2914;809;67;Licenciatura;97 756 €;1;32;47;1594;39;5;26;11;19;0
2915;1108;39;Mestrado;58 797 €;0;13;22;433;63;7;22;7;1;0
2916;953;27;Licenciatura;42 831 €;0;1;442;20;33;14;37;7;9;0
2917;1180;48;Licenciatura;74 674 €;1;16;95;594;72;2;20;3;2;0
2918;885;44;Licenciatura;78 118 €;0;13;22;434;70;0;26;3;0;1
2919;627;53;Licenciatura;91 103 €;0;12;86;383;48;12;19;10;10;0
2920;1023;75;Licenciatura;108 544 €;1;25;13;1141;13;25;15;27;20;0
2921;1050;43;Licenciatura;70 501 €;0;14;2;487;73;7;16;3;1;0
2922;876;32;Mestrado;44 615 €;0;3;78;45;50;7;40;1;2;0
2923;789;46;Licenciatura;58 394 €;0;3;45;64;81;1;13;2;3;0
2924;602;32;Mestrado;38 592 €;0;1;220;8;70;5;22;2;2;0
2925;699;25;Mestrado;38 954 €;0;3;5;53;64;2;28;2;4;1
2926;1038;47;Licenciatura;70 663 €;1;17;83;661;66;6;26;0;2;1
2927;847;71;Mestrado;112 676 €;1;34;37;1735;64;5;22;6;3;1
2928;1175;24;Licenciatura;41 077 €;0;4;73;91;15;13;49;19;3;0
2929;926;34;Licenciatura;42 120 €;0;2;40;35;19;6;44;12;19;0
2930;1201;45;Mestrado;80 495 €;1;23;8;1022;83;1;15;1;1;1
2931;729;64;Mestrado;89 945 €;1;21;94;888;89;1;9;1;1;0
2932;755;56;Mestrado;88 030 €;1;21;85;898;60;1;36;1;2;0
2933;966;68;Licenciatura;103 667 €;0;18;69;715;55;4;24;9;8;0
2934;1233;77;Licenciatura;106 321 €;1;40;93;2106;30;11;55;3;1;1
2935;940;21;Licenciatura;24 934 €;0;4;95;34;38;13;7;22;20;0
2936;865;21;Licenciatura;26 540 €;1;3;77;31;9;34;28;25;4;0
2937;810;39;Licenciatura;48 829 €;0;2;84;31;55;6;33;5;1;0
2938;1040;53;Mestrado;69 167 €;1;16;9;602;89;0;9;0;2;0
2939;1103;48;Doutoramento;78 142 €;1;22;63;964;90;0;9;0;0;1
2940;1041;41;Mestrado;61 011 €;0;3;13;66;65;2;28;4;1;0
2941;1040;69;Mestrado;95 590 €;1;40;55;2105;24;4;63;4;5;1
2942;670;67;Doutoramento;105 078 €;0;22;33;959;83;1;12;2;1;0
2943;859;76;Licenciatura;109 228 €;1;37;88;1920;16;5;54;13;11;1
2944;1042;54;Mestrado;88 924 €;1;20;55;834;88;0;8;1;2;0
2945;784;47;Licenciatura;61 641 €;1;1;132;20;76;1;18;3;1;1
2946;1244;67;Mestrado;99 197 €;1;25;7;1153;32;10;47;5;6;0
2947;806;27;Mestrado;44 758 €;0;2;10;41;41;6;45;6;2;1
2948;611;63;Licenciatura;105 158 €;1;24;92;1076;76;3;18;3;1;1
2949;658;35;Secundario;52 875 €;0;4;78;72;35;8;52;3;2;0
2950;875;22;Licenciatura;45 617 €;1;3;100;51;17;15;21;45;3;0
2951;599;53;Doutoramento;78 282 €;1;2;89;41;75;1;22;1;1;0
2952;804;46;Mestrado;80 240 €;1;22;85;961;62;4;25;7;2;0
2953;1175;69;Doutoramento;98 577 €;0;33;37;1665;90;1;9;0;0;1
2954;689;61;Doutoramento;83 849 €;1;11;5;346;70;1;27;1;1;0
2955;814;44;Mestrado;66 162 €;1;15;29;535;55;7;31;1;6;0
2956;842;42;Secundario;69 637 €;0;10;85;303;31;11;41;9;8;1
2957;1128;20;Secundario;26 924 €;1;4;18;69;12;13;32;27;16;0
2958;596;34;Licenciatura;54 527 €;0;2;85;29;28;9;35;14;14;0
2959;817;44;Mestrado;55 022 €;0;6;98;147;50;2;43;4;1;0
2960;804;47;Licenciatura;68 428 €;1;10;95;300;88;0;7;3;2;0
2961;776;51;Mestrado;72 568 €;1;15;29;546;88;0;10;0;1;0
2962;606;73;Licenciatura;99 057 €;1;23;66;1016;37;15;33;7;9;0
2963;1140;48;Mestrado;62 342 €;1;23;71;1023;76;3;16;0;5;0
2964;634;58;Licenciatura;105 370 €;1;20;32;830;54;7;23;8;8;0
2965;1027;78;Licenciatura;114 761 €;1;35;37;1798;45;12;37;4;2;1
2966;915;58;Doutoramento;92 487 €;1;25;36;1153;81;2;13;2;2;1
2967;728;75;Licenciatura;126 550 €;1;40;87;2108;43;2;49;0;6;1
2968;909;45;Mestrado;63 588 €;1;1;543;19;75;3;21;0;0;0
2969;1167;65;Licenciatura;82 209 €;1;22;36;960;30;27;31;12;0;0
2970;1210;63;Mestrado;83 231 €;1;32;94;1604;52;6;27;8;6;1
2971;865;77;Doutoramento;107 690 €;1;34;24;1729;62;3;31;3;2;1
2972;611;43;Secundario;64 716 €;0;2;93;35;52;1;35;8;3;0
2973;1195;58;Licenciatura;95 608 €;1;26;66;1218;30;16;20;21;13;0
2974;880;51;Licenciatura;96 297 €;1;29;92;1406;78;2;16;1;3;1
2975;1070;27;Licenciatura;42 886 €;0;4;41;93;41;10;36;10;2;0
2976;1007;60;Mestrado;85 346 €;1;21;60;888;35;15;21;24;5;0
2977;1186;50;Doutoramento;77 564 €;1;26;98;1206;85;0;14;1;0;0
2978;1106;27;Mestrado;41 339 €;0;2;40;35;47;13;30;3;7;0
2979;749;21;Licenciatura;33 177 €;1;1;479;19;17;20;42;8;13;0
2980;974;23;Mestrado;24 570 €;1;4;19;50;11;16;52;2;19;0
2981;1003;21;Licenciatura;29 317 €;0;4;21;57;27;25;15;6;27;0
2982;1109;72;Licenciatura;105 137 €;1;36;93;1851;63;10;19;5;3;0
2983;1242;46;Mestrado;58 941 €;1;11;13;345;80;0;15;2;2;0
2984;569;34;Mestrado;52 823 €;0;2;9;42;85;1;13;1;1;0
2985;910;32;Mestrado;28 032 €;1;4;89;67;55;7;27;7;3;0
2986;1214;24;Secundario;51 204 €;0;17;48;655;8;8;27;25;32;1
2987;742;60;Licenciatura;92 617 €;0;16;54;603;70;6;13;6;5;1
2988;831;30;Licenciatura;38 504 €;0;2;18;22;9;15;33;16;27;0
2989;795;61;Licenciatura;102 725 €;1;27;12;1277;49;3;19;3;26;1
2990;915;39;Mestrado;50 929 €;0;2;86;38;62;2;30;3;3;0
2991;589;41;Licenciatura;62 900 €;1;2;25;28;49;9;18;3;21;0
2992;983;28;Mestrado;48 648 €;0;10;4;294;53;3;36;1;8;0
2993;1019;62;Mestrado;97 411 €;1;25;85;1149;63;8;20;7;2;0
2994;566;24;Licenciatura;26 495 €;1;4;25;32;3;9;23;38;27;0
2995;1186;53;Mestrado;83 793 €;0;25;3;1145;96;0;4;0;0;1
2996;713;65;Licenciatura;88 832 €;1;29;22;1401;41;29;17;7;7;0
2997;923;38;Licenciatura;76 800 €;1;12;9;396;68;4;19;4;5;0
2998;1159;27;Secundario;33 542 €;0;2;69;29;37;12;36;9;6;1
2999;830;67;Licenciatura;93 553 €;1;19;60;767;21;0;33;20;25;0
3000;739;33;Mestrado;55 402 €;0;6;96;153;57;2;37;1;2;0
